pathway	E1	E2	E3	E4	E5	NS1	NS2	NS3	NS4	NS5	NS6	QS1	QS2	QS3	QS4	QS5	QS6	QS7	QS8	S1	S10	S11	S12	S13	S14	S2	S3	S4	S5	S6	S7	S8	S9
PWY-1042	11453.690481751737	11172.089964738445	6058.348512078215	6959.895375285468	8153.434456700334	16152.8539715466	18619.77300517306	13029.057618426748	6797.157348706985	16718.24049498209	8131.555692655742	22973.880988341014	15442.532851780434	17371.464213589337	11939.843139769388	5467.604480471119	6875.51929567901	12436.148154812185	8154.090425246613	7905.5469673004945	6015.762726076023	9081.857048940741	7444.024645619646	5031.45815662877	12547.220220488525	6772.259489597693	1625.821455171755	6515.191837918408	8087.290707767845	11945.575101994267	6122.53110591385	4393.123150432867	4636.834255614003
PWY-1269	3664.0217355654586	806.3951046778598	2714.3544375539636	3511.4374901275114	2612.359354403067	8114.84	11669.408300228024	1272.0	8844.177436347982	8485.59	1276.45	12033.94599464186	2456.167424931756	8449.415011481722	6394.13812445492	2555.96	1224.3774269867743	3936.2442418135383	969.8774729350745	4801.222420872594	3058.8096299840768	2384.2723000654955	4077.3680909034247	3681.4826648220305	1500.27	5415.311695801119	2182.919656580827	5590.559161907794	4682.694229562011	1979.9110426555183	4522.396180640074	3632.558213152422	2238.573394711181
PWY-1361	21.098879269054837	0.0	7.271700779219271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.373452847037655	0.0	97.65842769973773	0.0	41.63337775224997	0.0	0.0	0.0	58.5470530617978	0.0	23.75986587911835	63.7326594935732	0.0	0.0	30.35535467625618	0.0
PWY-1501	32.52545393812519	0.0	4.271174078100524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.325743424042005	0.0	9.831997435075344	0.0	8.535057587391393	0.0	0.0	0.0	9.415366839976892	0.0	6.875	57.72601486178541	0.0	0.0	6.222222222222223	0.0
PWY-1541	55.258158122029	0.0	31.042213153595508	9.311807270722289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.50192204121383	11.414507645922155	47.41647532694384	0.0	0.0	0.0	96.14789289720406	0.0	69.241493955408	90.32974564283474	0.0	0.0	0.0	0.0
PWY-1622	457.996958074849	0.0	94.10418076605643	78.6582470543636	0.0	0.0	0.0	0.0	5.450000687974514	77.24250419309426	3.610112373869479	30.93853330738712	0.0	0.0	0.0	17.60851956384231	0.0	119.72770536252487	0.0	304.6140108126775	154.69412806782674	214.69060037261175	211.00000349212698	87.99825810183806	0.0	235.23578255679257	0.0	156.3039159337152	649.2383720390346	167.03507380892043	397.8646491840345	117.30448843339022	171.62633669276258
PWY-181	541.7999606950209	0.0	0.0	89.48328293420309	0.0	0.0	0.0	0.0	13.553312723895509	0.0	9.024935840010544	0.0	0.0	0.0	0.0	0.0	0.0	105.22341835210274	0.0	53.72278857651989	91.00833975068385	0.0	71.70771155416949	0.0	0.0	41.81779303185067	0.0	0.0	639.1081235409953	0.0	150.37109489891674	43.79768665704821	149.5381949467551
PWY-1861	1716.6226604476894	271.8887441672115	341.75897602022746	149.3470970537329	253.42108606646892	203.43445012208613	243.12310802167065	96.88674632754146	2574.7237162699175	571.6851760647688	229.3030206013067	672.4403581799982	37.51499828463643	1278.126568662655	161.4170348304512	283.24635859458647	78.28473787612702	398.8434286509481	30.494606136248553	1140.954139323429	581.2622769996784	600.3940867602863	285.32017012489644	290.1955314611039	136.1387038856894	768.7199184228366	35.51299992252149	459.1444553007725	483.6580583497374	2136.410114731738	302.7485585063554	319.8277375293141	443.1688896526902
PWY-1882	19.229359281585463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-241	4113.795647374848	1095.4177652576857	1650.7113892541734	1782.6481096675707	2185.367528837615	10743.064929454158	6706.404094200431	2179.4705478868796	1825.462631517148	7320.527539316221	1919.6131518582783	8496.941667253648	3998.857273262705	6460.399825005584	5186.787596529484	1558.77087973163	1696.5974494366826	4459.749947883219	1906.5545123320196	2032.2649630005174	1662.665808360702	1906.258321360295	2027.8835211664982	1264.0186485417305	2021.2980380179317	2146.0252703459346	163.48793432907837	1283.3846100153623	2608.2649422272934	1519.7414927304355	1370.299005920071	1332.3420382251238	1385.5270420667955
PWY-2941	7973.90028998305	10114.103577368845	3595.2738809614943	2894.6021388126005	5137.159457928502	12368.44053723677	6984.265499365008	5062.668356291802	3348.1520503415686	6815.488179553143	2498.931002024398	4432.970789873473	4277.390134280352	6465.98987855917	2688.022923567706	3708.2366926508525	1812.804710441443	4908.868772429953	4125.561682642922	5732.614219370472	3663.814665202001	7033.748055127927	4313.9755602519335	3122.3423838264866	10655.328981438697	3338.0244357942947	1067.9770978064398	4925.3481031620195	3589.8800650127723	10289.342324307707	3909.213745054692	1816.8294944197614	2922.70412145362
PWY-2942	11161.446949904423	10682.747120370113	5557.735302587549	6081.619354816742	7449.824565937608	17624.426500213704	19335.042860535523	10626.660438569457	10690.423144795668	16184.607927162428	6818.756045431639	21167.739711817918	12565.271973429566	16418.80621644159	11187.203230282663	5613.008676849299	5208.001701202907	10789.401271139817	7021.038996508017	8665.394967755363	5612.076739002764	8573.28279392545	7252.626354851219	5581.129471539877	11995.306404937786	7726.2210766727885	2679.610159846591	8301.490099398812	7702.401494872947	11334.75879620007	6930.146939066794	4700.641345961596	4472.196238853133
PWY-3001	11127.398163846465	11041.082696671992	5870.347843431124	5974.562753017046	7853.417552173567	18044.281020338687	19929.39034541141	10950.47026337852	11335.272294821929	16502.52478551586	6706.571944306527	21712.194295317873	12441.824224356278	16911.355351477196	11420.702613879283	5805.456630633735	5396.31018454664	11092.427122367833	6900.412863719596	9185.42377587174	5878.3412493454225	9033.221387183326	7641.603669820594	5868.885136723989	12471.501678086513	8052.972099454198	2797.573447226432	8620.330243830558	7862.208664657742	12056.939951939374	7208.528060075236	4791.692488397608	4653.030017174685
PWY-3661	180.7364172950553	0.0	19.76652385483132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.89937466959145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.27416057618451	0.0	0.0	0.0	0.0	10.577774594856157	0.0	0.0	0.0	0.0	0.0	29.9511108112657	3.829993529199456
PWY-3841	10417.884046241175	10619.926163544349	5376.3601758981595	5460.370244176136	6869.4988759511125	17045.92947315735	18207.251089752008	9477.613619480748	11051.20375840151	15091.087203086268	5973.041766247423	19603.110514432377	10786.008679318567	15431.885244112147	10323.860490251627	5398.41725017702	4643.778664041514	9887.886969034007	6164.332951846891	8650.570315982524	5531.912966347266	8520.887461744493	7057.9444329132875	5480.946414015052	11552.46832793795	7463.658441688502	2618.0359134194773	8255.599523848661	7217.449008063069	11664.05238341119	6714.23448297257	4572.427796052657	4303.805931036382
PWY-3941	46.91196005295438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4321	38.6979961599941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.65837845700336	0.0	0.0	0.0	0.0
PWY-4702	80.68162039590611	0.0	0.0	0.0	0.0	0.0	5.090909090909091	8.0	1.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.167239404352806	0.0	6.598187311178248	7.752212389380531	6.526912181303116	4.6695095948827285	0.0	0.0	0.0	0.0	3.75	80.493166151652	11.940740740740742	0.0	4.929006085192698	6.965388213283442
PWY-4984	1165.5279187141768	6.242652677006347	134.34304628928138	149.98378525512106	480.10043416612774	3554.8907465681446	3741.12805465246	1604.2027712573608	100.63073149969762	6001.109472221947	3929.586153679534	7212.50056137755	4855.599622942876	3872.631752764938	4998.793196672848	1216.1237364843653	1044.3410956315922	2635.563599864697	4049.4095242344983	93.62336721168654	58.70030047545828	34.34867229296051	36.59042628927611	17.0877773267948	1170.1107539232373	562.2684386364712	35.93099385017417	93.94747501529034	610.5888224967073	47.27029967626212	215.2039074483364	59.19783247706858	48.48328515591848
PWY-5005	1404.2617806651456	308.98489340773284	1987.0459522700373	2270.6604742265376	1664.3825152663126	80.26236465610558	854.3629082069336	129.9176456847122	1025.9537515597694	193.76433653823878	287.97118312302865	1298.1848688079563	47.15866540416054	445.17681894754406	93.52288256178011	31.188739802362278	21.699757259037703	335.2854453996373	43.85719843935856	755.4564614424228	1805.143551292937	464.4592145781689	1226.8375320808302	655.6540232415894	265.2601303067701	570.7396067994782	108.76144366827533	303.5833298397241	1968.8162883062485	755.4661889657051	650.7032064307888	1236.162403602105	386.03177349769857
PWY-5022	1091.0123010765253	205.22971741112124	162.39800545942947	285.1520839300301	0.0	597.772432264899	0.0	0.0	0.0	0.0	167.43204365645659	0.0	1029.7488578153122	0.0	0.0	244.46569715997228	671.3593708344441	1065.1420121846395	94.14949085021074	328.87533934894446	260.12865140861356	228.60622686808168	0.0	208.08810988678485	0.0	480.7230506878777	0.0	225.69978126115348	761.8017113833191	221.59610365014797	114.66044475124501	309.96785617095316	208.84613535647563
PWY-5028	502.38926909345344	0.0	21.973361668730334	20.395206053043907	0.0	0.0	17.411058300442882	19.949201300467173	3.7388625332387853	0.0	108.83979775664612	0.0	0.0	0.0	0.0	0.0	0.0	14.947566985803327	0.0	0.0	19.567317966155425	9.843176254462966	12.200191932501344	0.0	14.823280091620113	12.374913258994013	0.0	0.0	573.5727238658745	0.0	7.323221628706012	43.68625357064958	35.64392989042132
PWY-5030	2296.317224667288	541.3403222054038	692.5888611627722	484.95346143631	1307.7137085724653	8071.945237089478	2189.444204386264	3082.5461511773933	870.5040526840119	2260.6549561768707	1649.7212588422963	1055.138886839752	1307.9201814405521	2647.047177670242	563.4460037100657	555.9357305511336	1091.7291505081	2346.5553727367283	1567.3689127459786	1063.7520291408093	633.2819576199926	449.5037986254062	381.07994954999714	295.7643273785909	888.1769345849428	809.3619988922184	61.70872639384437	396.39547952149877	980.0855985821978	322.2979487533915	222.3475940287631	368.40431832818325	530.5013796283794
PWY-5097	8142.620206596249	2989.114417091571	4630.656210934794	5538.852063093748	5897.953086678167	14025.366380976484	18307.53613275637	9625.29326941975	10255.243382265542	15056.116726837628	6212.647219910017	20448.725455294993	11672.483666743208	15344.264616657523	10761.945446406979	4678.636749522509	4860.953636216995	9908.352077720194	5963.0100488371845	7267.768310465566	4706.102125217968	5356.524552573924	6385.082179312538	5010.046617627589	5922.589317904339	7224.933516100825	2534.7012129876175	7316.588615312389	7079.780373657068	5192.773775309567	6174.67340732607	4374.4050248895965	3751.9683493373186
PWY-5100	4534.766018080925	2076.7498422649514	3346.100716849321	4860.89476868487	4052.685388424017	163.5596234337021	1421.1566072946134	793.619103412852	1427.0857223237836	327.7273881272378	1179.5636711798531	2301.622484143742	2573.6139144266144	1553.368068826953	452.41667643712697	173.8522182708126	1257.291886327667	1415.9589140316564	686.0760954813915	1571.1155070362627	2899.317753993556	2034.4233676860777	2619.038808408171	1684.2358458438339	1172.401643367864	1810.8684142433747	267.9777849360778	1289.5442495109348	3411.6097806532403	1969.2275019172823	2087.766868930225	2045.2782822063702	1506.269281231088
PWY-5101	237.2727015378715	74.7313073625059	17.971509120962025	165.46534831073177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.17893730724634	17.971114181693643	0.0	14.984466514083211	32.90239969782848	0.0	38.90030169461142	0.0	29.94458233010352	221.6997160498561	0.0	104.1912461801837	329.6271832734455	26.918068660148524
PWY-5103	11367.729687869678	11503.081306018526	6086.0387588481035	5801.953582603576	8249.354893398255	18928.656673793987	20246.956975254514	10609.414195759158	11575.829517006836	16692.597749623103	6458.628231327599	21823.97943725429	12271.336995017022	16976.639647302127	11490.893498423242	5967.194795486707	5265.600509944117	11009.362635969674	6851.986336063816	9513.447019503925	6100.56178747307	9328.068986417406	7926.322184838503	6124.967637558241	12953.903400641517	8358.7272455086	2939.674923727879	8955.361530368582	8137.5572291149965	12377.288168045687	7439.21559106594	4935.612834186159	4841.638988199656
PWY-5104	453.56680400803646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5109	20.038016346303127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5121	6263.220595146252	2373.3696843554153	4013.1684002066977	5024.894043798984	4849.34200334625	10638.366741609707	14589.549817443267	8707.484432394163	6968.873726330891	11682.922606766684	5519.974760944439	16284.167520424597	10375.12082807717	12560.848658781275	7884.127011731568	3643.5983865794287	4485.5409181521345	8644.137144337697	4928.183095126725	5713.5843558259485	4028.9140755892918	4304.696949681944	5403.183669608211	3936.6605370129146	4214.420493451064	5260.516811341181	1413.3068256969286	5387.43495521433	5761.166328760641	3544.59035121609	4812.712477701182	3547.0228665668787	3070.198188924929
PWY-5130	1581.0010127913756	170.84053884921587	955.3959846486748	1014.3493601184334	1461.7275872096448	130.49390200210848	3844.0138716584174	7535.242323498332	842.2296788568323	800.5408958588491	2152.9542179453915	3824.3107005730103	4896.698675416533	3986.5350220210203	396.69760287885794	316.10580139412775	3344.381884661038	3429.241034057854	521.7077680288744	664.6420390410856	485.42982757095524	433.11540855511186	854.0907738283995	409.99610263701936	729.7970030659837	833.763661242125	53.19410476384988	247.9998371965365	1460.3891751759465	540.2404261949874	404.2301610253066	363.198117318535	264.538322576253
PWY-5136	1193.0607158451417	0.0	38.79823317391575	55.28618543424	32.39220608287106	0.0	90.06461308405652	79.87278870999802	29.00332033426184	49.28982802965354	1.978092456928503	11.193047411069605	2.666428842166284	61.44116029725734	0.0	28.779455570835367	0.0	413.4057845445219	0.0	322.7434263992902	270.56244282575597	137.82796232881856	125.25935195292287	86.00639283912567	47.809338175230295	278.7442730403684	32.4314185228605	279.8975701567622	1760.0784928258363	155.7784969176351	330.3971778837829	231.8959049559278	98.00192169696628
PWY-5138	456.3531737203315	0.0	5.171543612484796	17.81814665720919	13.87111198790031	0.0	0.0	27.398648840605237	0.0	0.0	0.0	0.0	2.6661910600824883	89.79901919294004	0.0	0.0	0.0	302.00457682234605	0.0	138.48447490134924	213.0001953399637	65.74809244816508	84.02825295210576	78.00917180295	21.525751104519127	165.31412076971782	38.52924791086351	285.7396563750038	970.9395929141306	107.6094770504576	180.12007711225488	139.94013907562535	53.553520977679945
PWY-5154	1183.0964537023922	305.9722778066107	895.9227140704264	1465.91451462614	1987.3503106875078	782.014307126977	621.6786151189958	1011.0105535890398	213.2123647870849	2257.5987171082265	153.35936671217263	436.5524185636263	1439.9338918959882	363.1095985914042	171.77964576160815	367.58361062671804	647.6472428390238	1611.642237392164	109.06468167463905	985.5202480382615	370.8351831332271	494.2035964018363	941.6072602828477	647.8704359019857	1310.4597158643198	812.0592989531942	140.03707808355202	441.6956849692577	2136.959463983336	321.02953233743784	564.4293600661214	496.4791505999092	882.3170196944184
PWY-5178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68940777405384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5179	86.81361268224897	0.0	0.0	13.072007393602698	0.0	0.0	0.0	15.94575369139548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.0024720831296	0.0	0.0	0.0	0.0
PWY-5180	340.93893908218104	0.0	98.15721960102373	350.0242204861466	66.35112529482736	0.0	2395.9312424945438	2271.625270090005	339.65313913068263	0.0	29.63194542686488	1469.3558304842823	0.0	1619.406159416197	0.0	140.51950564454222	0.0	1654.774298066212	132.09130914597483	111.45035379096558	76.69900976314563	391.17217486659473	218.5396599854373	30.29094383122528	360.94266719621754	98.32361377312293	0.0	104.04134253153397	817.036256968106	79.69172400794659	406.34491406726306	48.98158800976158	205.2491799617384
PWY-5181	0.0	0.0	8.499024242862506	0.0	0.0	0.0	0.0	10.403080643187614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.687779292184015	0.0	0.0	0.0	30.620617236273	0.0	0.0	11.37761276727271	0.0	0.0	21.015981868811654	48.04120636834081	0.0	40.23815420381821	28.187731863920604	0.0
PWY-5182	0.0	0.0	12.609022729661293	0.0	5.04416752829876	0.0	0.0	12.274492341446187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.600388611930617	0.0	0.0	0.0	20.355145032151967	0.0	0.0	14.361133214833565	0.0	0.0	8.893939567751127	43.064841497602	0.0	30.56800218992572	11.786196405549806	0.0
PWY-5183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.256153511120639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.543467818107935	0.0	0.0	0.0	0.0
PWY-5188	5271.0427379756675	884.5531400985682	3064.483999809623	3276.6476140780646	3545.029243480744	10394.509535768906	16202.418768771375	8220.500630486362	9565.955508422036	13755.341630082397	5133.457851382412	19514.3824055971	10180.422571658622	13933.733422818397	10226.40945322561	3577.7060772979703	4328.714705803234	8630.034860262673	4287.069299818441	5205.041980734485	3324.914409760746	2819.7411678137787	4742.424076084275	3966.403383072617	2775.0947089984097	6396.445281369816	2323.7589627424813	5652.688994682982	5361.895514784171	2163.084064372941	4689.735419500706	3631.1542546750748	2500.344126574202
PWY-5189	5006.214136823155	821.579010096417	2568.72116488072	2934.4817801284044	3214.59723693888	9530.82219799593	15794.15688103798	7583.910159810032	9156.10167305411	12786.283744382843	4876.086930906328	18098.8087658791	9394.032019706134	12854.902845311686	9523.33329824425	3340.5760256638055	4083.102699813134	7883.520849334545	4190.536681883128	2730.0415134268815	2617.0742028762998	1764.6157650261239	2456.5786837930086	2961.505594149606	2531.7276019734436	4663.871202274951	1528.6812922037916	5040.584516671194	4365.389679375576	1697.9183786629512	4120.24554044981	2934.833914777805	1937.9642526893526
PWY-5196	124.03778650868917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5209	121.82946670683941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.295454545454546	0.0	0.0	0.0	0.0	0.0	0.0	8.659793814432991	0.0	0.0	0.0	0.0
PWY-5265	8004.469724606833	6230.847049923771	4584.8653394569155	1791.2007521195958	6291.171705658457	18071.166693140152	10121.851889567393	7134.972559644947	5192.240081222689	10130.87459377077	3813.176499645005	5415.033033389988	4816.657216522564	9541.756693357529	3367.9140011229993	3085.789382967681	2857.8575404807093	7332.649502333677	5216.839349356357	6427.852095322435	3326.116297656569	3746.417816318217	2202.5708796924096	2508.4987009763804	5719.057222248977	4294.125644415566	396.5208442601643	2477.788139017859	1874.561136261385	5834.5974581901355	1492.8713282229294	1624.2318287829119	2916.1948287106056
PWY-5328	28.543962064143575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5345	5321.613972941202	912.4416372075834	2127.5990547420533	2278.334392422192	2133.121469348329	6897.756885282915	12465.910159815356	5962.745980450647	5758.040529833712	7270.822802682583	3946.343773650864	12302.432975198572	7908.971621234494	10547.061811224003	3236.419093827288	2387.1865136833862	3358.9851717096717	7591.6230721168595	2643.7885514839354	4341.087793118624	3112.8311832222603	3336.525741825504	4497.88802212159	3105.163252510134	3081.3738174661166	4589.17830856868	1316.862879971977	3493.2341139701734	5552.339532099376	2817.1335312787837	4445.2893185276	3338.748743535496	2423.0746100120864
PWY-5347	6774.373826430249	3831.1961313808024	4082.4358272790596	4314.741197405538	5100.551868438603	6071.77489328539	7982.501308001718	5131.3140881829995	4181.648203871089	5181.334952307105	2877.5862142827295	7155.921719418125	4489.850038015752	7790.49580063944	2010.9264158074013	2015.1118938457096	2573.6142055439755	5460.526387879755	2358.0813779323703	3944.6209301150275	4097.166228675269	4542.549491463042	4714.008472851977	2605.7998864551337	4512.296497937171	3499.158384845424	905.952077139368	2721.0007863120422	5183.8374199992195	4388.4877433583415	3828.5801873679043	2825.721987761026	2391.1907925155847
PWY-5367	71.82836139498836	0.0	0.0	0.0	0.0	0.0	0.0	47.86274018639011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8594715593749656	0.0	1.579900826430254	2.719665860083289	1.8597808946731051	0.0	2.999656780702631	0.0	1.4199063937598042	2.71969463322283	4.859243125838078	0.0	2.2796053339513516	1.2798811792973497
PWY-5384	10033.645773633518	10530.414193361381	4771.912328116439	4419.192296380451	6584.431281327467	18885.82858141525	20648.32922651101	10296.234536621354	12039.49731227728	17171.37416924164	6500.670251129321	22493.814962157827	12906.439590502348	17646.124276767507	12165.09692845308	5905.632460092195	4708.339387006908	10990.863235731176	6846.986031917508	9281.016750489309	5122.869585430019	8568.460642926697	7403.025885129683	5809.335609048156	11703.305194323493	8143.501059729196	2821.9592902497343	8708.849708210306	7442.169715993145	11674.624787883373	6824.963573568702	4657.824874254865	4477.812679813419
PWY-5392	13.96779624536643	30.551216628320834	128.1070379989985	157.4459491502963	170.01893392004942	0.0	113.38124957957525	95.82589040645198	0.0	0.0	133.47678056826928	146.82206932937265	113.86876209846703	447.3654733322092	33.32047060858477	0.0	831.2031573937744	112.52996568986252	67.32785302472467	19.15618973079393	19.161870688619132	202.9638719277267	92.1559694234062	162.47982843467972	199.08301110805002	264.6391252553562	0.0	107.96065336046024	20.929467852858735	7.851115223021351	26.019997552072248	45.6865295267467	55.33713099791729
PWY-5415	278.9694606441702	0.0	19.270325266891483	44.79177083806331	19.789689920717304	0.0	61.673750322178144	19.89846030117396	9.877711402823454	0.0	9.27796952012546	162.18527931437214	0.0	7.682643145125527	0.0	16.650504809648666	0.0	19.87684275578302	14.330362204678277	88.17699096944587	5.768557078896711	25.82699186584184	82.95916282466668	12.068404115873966	51.22880862410665	67.57477146406224	0.0	11.91926625645546	533.5472898587605	23.669767420611375	91.21586919812103	17.14305276207358	39.91308036452478
PWY-5417	161.95349793217423	0.0	2.744205095854309	7.70014403597868	0.0	0.0	0.0	19.81450704980432	0.0	0.0	0.0	0.0	0.0	1.530335426843452	0.0	0.0	0.0	116.2872612505772	0.0	75.91680135816144	93.18332712848748	23.915908483031718	47.13646259316177	31.765524436619362	0.0	91.89023664399951	0.0	39.743744472382744	394.2299255023302	68.2253916271688	66.43726321378072	79.83819831872952	30.525749815938287
PWY-5419	317.05961491545355	44.39730407936647	118.81457484295632	90.1994551720798	63.483275298861045	6.4973275997378614	73.3601223828337	76.65070221110659	131.72537039509373	0.0	22.274674761565684	121.37299688531947	67.71219701810455	130.0912400463826	35.324004096397935	13.960191616237369	18.776966034958082	205.6036221397587	51.90320308419078	41.323009441022094	46.150477975299296	125.74704388270729	344.26985078960905	47.49606495760996	43.897693066099556	69.71615882904007	46.78638395688994	24.918406519686528	424.6049957942675	24.97021454338765	77.91741212498718	36.93638680514599	89.11289663881813
PWY-5420	286.7342470108364	0.0	25.347958196893206	52.43369282541171	24.640631926917113	0.0	64.71285289393634	25.24029242785369	13.43101639877808	0.0	11.137017094629584	144.13894850527234	0.0	10.50801506595115	0.0	15.783605104937083	0.0	26.799419609168165	18.070098971334595	52.26050624065468	7.69246575182875	33.416646726929	106.17716756299005	15.34507196137906	48.89785646616243	67.32261222498967	0.0	14.010654337795822	469.4783881081887	24.027724641232428	86.58174274654976	20.27472308423124	47.43633315931019
PWY-5430	132.0287429680868	0.0	3.713252942923572	1.987268304396066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.711551308678654	0.0	31.988335399200597	7.407386720339508	22.900487364088114	18.30647579060019	9.218005279359105	0.0	21.86899613675969	0.0	13.22360297873674	262.022094868217	23.94477994196021	61.55327753075231	13.340852754586715	15.879258931542278
PWY-5431	161.95349793217423	0.0	2.744205095854309	7.70014403597868	0.0	0.0	0.0	19.81450704980432	0.0	0.0	0.0	0.0	0.0	1.530335426843452	0.0	0.0	0.0	116.2872612505772	0.0	75.91680135816144	93.18332712848748	23.915908483031718	47.13646259316177	31.765524436619362	0.0	91.89023664399951	0.0	39.743744472382744	394.2299255023302	68.2253916271688	66.43726321378072	79.83819831872952	30.525749815938287
PWY-5484	9476.765134587746	6859.4641187802035	5058.138927472629	5628.775573110592	6602.159864905499	16969.5608605368	17794.409430470525	9276.643880226417	7608.839302732272	15614.04819487107	5456.608301138221	19531.46354025804	10971.820891048295	15869.687855994189	10190.821590363761	4928.14171601452	4661.502504813603	10575.494975825099	5547.081791705107	7977.622620798563	5345.452912757715	7423.334503916291	6836.418527047417	5052.595394575826	8932.071191215498	6637.002615467149	2331.856431471313	6737.735684576097	6986.487716702176	9286.089441731418	5817.432048801713	4280.184282151668	4058.8542527319883
PWY-5494	0.0	0.0	10.081852004960727	7.37888198757764	11.351351351351353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7142857142857142	0.0	0.0	13.01972101972102	0.0	7.019343986543314	0.0	0.0	0.0	2.3723849372384938	37.90721044524316	8.062461726883038	12.774193548387096	7.188096913642302	5.919856459330144
PWY-5497	1437.8804016969104	307.02834519439256	799.5143153260959	945.8583786299281	1434.838080104911	29.557936639930336	430.47030384074327	283.9199124747966	385.63963227771745	175.87832420008147	209.916053516842	499.26761133650103	187.43354181684336	454.5177254151012	142.55031934030652	86.79715571714547	62.33894584449717	729.6289797231751	56.28762851207723	637.2678247223354	540.1667022041815	347.0655906393235	644.2671249824302	356.869352552235	456.64152733662945	469.8628008158332	62.169544352713224	231.22061991346445	962.5070185425185	303.91147300525654	329.82449585956357	328.7078378549995	468.0348327004116
PWY-5505	1835.6112232495204	567.4069732873733	2188.651788863617	2836.424958436985	2309.6681381111853	1757.122234748348	913.4115429627784	188.19500405905038	1009.9776842484297	1398.0667502235742	230.0601093764258	1511.3954054017065	136.90885817329584	886.3471486516809	329.170455558622	370.7309191473204	63.378806170500106	591.0333345030557	120.82601112699423	943.1743900102108	1979.9722103537595	989.4693467402302	1577.3144746034166	773.2818980596517	732.7386020115252	801.1150864152712	121.05275546549043	497.43771843631623	2554.255245088302	823.4036208904876	1112.4714979328126	1270.028933604872	691.3569639225212
