function	Stewart.CO10spitDNA.Project12.Integrated	Stewart.CO10stoolDNA.Project12.Integrated	Stewart.CO10swabDNA.Project12.Integrated	Stewart.CO1spitDNA.Project10	Stewart.CO1stoolDNA.Project10	Stewart.CO1swabDNA.Project10	Stewart.CO2spitDNA.Project10	Stewart.CO2stoolDNA.Project10	Stewart.CO2swabDNA.Project10	Stewart.CO3spitDNA.Project10	Stewart.CO3stoolDNA.Project10	Stewart.CO3swabDNA.Project10	Stewart.CO4spitDNA.Project10	Stewart.CO4stoolDNA.Project10	Stewart.CO4swabDNA.Project10	Stewart.CO5spitDNA.Project10	Stewart.CO5stoolDNA.Project10	Stewart.CO5swabDNA.Project10	Stewart.CO6spitDNA.Project10	Stewart.CO6stoolDNA.Project10	Stewart.CO6swabDNA.Project10	Stewart.CO7spitDNA.Project10	Stewart.CO7stoolDNA.Project10	Stewart.CO7swabDNA.Project10	Stewart.CO8spitDNA.Project10	Stewart.CO8stoolDNA.Project10	Stewart.CO8swabDNA.Project10	Stewart.CO9spitDNA.Project10	Stewart.CO9stoolDNA.Project10	Stewart.CO9swabDNA.Project10	Stewart.EC10spitDNA.Project12.Integrated	Stewart.EC10stoolDNA.Project12.Integrated	Stewart.EC10swabDNA.Project12.Integrated	Stewart.EC11spitDNA.Project12.Integrated	Stewart.EC11stoolDNA.Project12.Integrated	Stewart.EC11swabDNA.Project12.Integrated	Stewart.EC1spitDNA.Pool264	Stewart.EC1stoolDNA.Pool264	Stewart.EC1swabDNA.Pool264	Stewart.EC2spitDNA.Pool264	Stewart.EC2stoolDNA.Pool264	Stewart.EC2swabDNA.Pool264	Stewart.EC3spitDNA.Pool264	Stewart.EC3stoolDNA.Pool264	Stewart.EC3swabDNA.Pool264	Stewart.EC4spitDNA.Pool264	Stewart.EC4stoolDNA.Pool264	Stewart.EC4swabDNA.Pool264	Stewart.EC6spitDNA.Pool264	Stewart.EC6stoolDNA.Pool264	Stewart.EC6swabDNA.Pool264	Stewart.EC7spitDNA.Project10	Stewart.EC7stoolDNA.Project10	Stewart.EC7swabDNA.Project10	Stewart.EC8spitDNA.Project10	Stewart.EC8stoolDNA.Project10	Stewart.EC8swabDNA.Project10	Stewart.EC9spitDNA.Project10	Stewart.EC9stoolDNA.Project10	Stewart.EC9swabDNA.Project10	Stewart.TS10spitDNA.Project12.Integrated	Stewart.TS10stoolDNA.Project12.Integrated	Stewart.TS10swabDNA.Project12.Integrated	Stewart.TS11spitDNA.Project12.Integrated	Stewart.TS11stoolDNA.Project12.Integrated	Stewart.TS11swabDNA.Project12.Integrated	Stewart.TS12spitDNA.Project12.Integrated	Stewart.TS12stoolDNA.Project12.Integrated	Stewart.TS12swabDNA.Project12.Integrated	Stewart.TS1spitDNA.Pool264	Stewart.TS1stoolDNA.Pool264	Stewart.TS1swabDNA.Pool264	Stewart.TS2spitDNA.Pool264	Stewart.TS2stoolDNA.Pool264	Stewart.TS2swabDNA.Pool264	Stewart.TS3spitDNA.Pool264	Stewart.TS3stoolDNA.Pool264	Stewart.TS3swabDNA.Pool264	Stewart.TS4spitDNA.Pool264	Stewart.TS4stoolDNA.Pool264	Stewart.TS4swabDNA.Pool264	Stewart.TS5spitDNA.Pool264	Stewart.TS5stoolDNA.Pool264	Stewart.TS5swabDNA.Pool264	Stewart.TS8spitDNA.Project10	Stewart.TS8stoolDNA.Project10	Stewart.TS8swabDNA.Project10	Stewart.TS9spitDNA.Project12.Integrated	Stewart.TS9stoolDNA.Project12.Integrated	Stewart.TS9swabDNA.Project12.Integrated
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	14142.190000000002	15385.41	14730.8	20319.97	36898.49	13644.29	18049.9	19971.37	17336.14	15588.63	33433.07	27039.68	15669.76	22574.8	5808.5	18910.07	30308.9	17174.309999999998	18390.98	27864.18	19241.58	17532.6	33321.4	17365.04	17226.58	34355.42	14859.88	19601.38	32761.4	19311.94	12459.36	18164.64	13551.6	12428.91	26963.22	13313.29	13686.9	18369.89	11094.97	13563.54	23528.07	15165.02	20840.55	33646.380000000005	20331.79	12671.38	26110.02	9079.75	15883.25	14823.37	8185.54	56133.02	21682.51	19557.47	16834.41	21698.47	34518.04	16122.18	23350.99	13952.669999999998	13973.96	25953.43	14868.54	18355.9	12397.34	14165.21	13673.47	19156.57	14029.53	14129.63	13246.33	8726.76	9542.96	12113.91	5837.53	10766.07	32893.009999999995	5738.349999999999	18760.24	8909.32	10657.09	13684.48	22213.25	9239.12	16636.97	28870.94	5848.4800000000005	14872.66	16894.159999999996	12128.31
1.1.1.127-RXN	231.34	907.6	126.4	122.7	3429.5	162.5	118.86	638.72	7.6	76.2	1411.5	363.2	70.11	925.28	18.2	107.94	1752.66	156.84	108.74	1102.0	37.8	46.91	2041.27	23.14	110.86	3613.02	106.55	36.8	1997.16	64.54	25.3	1351.55	43.2	15.6	1121.94	56.4	36.0	728.9599999999999	58.4	63.8	871.7	111.2	47.4	4805.56	25.6	897.66	814.6	60.66	50.69	1268.16	0.0	719.78	1321.11	181.26	166.04000000000002	571.45	125.6	276.14	1801.7	74.69	113.94	368.05	141.0	862.2	744.4	67.8	807.0	311.68	35.2	57.66	672.09	65.06	233.46	226.6	10.6	70.6	998.0	5.4	143.26	268.27	72.8	114.2	494.1	96.4	143.06	2616.37	57.69	212.75	254.66	71.86
1.1.1.136-RXN	2167.25	1871.77	510.83	2163.84	2026.5	1245.17	2815.42	3530.17	90.5	663.8299999999999	1897.3	460.16	882.09	5361.77	954.08	1583.0	1853.6	2439.33	2544.75	3833.1	1060.0	2615.59	6749.5	774.25	1455.17	1606.06	1610.41	2288.08	2453.48	1977.17	517.67	1892.03	211.5	1306.75	4132.33	2560.91	1786.0	2054.67	1363.25	1470.75	2012.6	1234.59	3812.58	553.1	1038.75	184.17	472.73	963.33	1283.42	1605.7	47.17	7854.84	2771.7	3266.59	2023.34	2520.27	2476.67	1447.33	2130.5	521.84	1348.0	8550.83	1156.75	3044.67	1164.62	1218.17	1466.0	2342.37	1263.67	1047.33	6147.83	411.83	708.24	3839.47	167.5	1304.08	1428.76	61.25	530.5799999999999	333.1	846.0799999999999	2649.08	3988.57	937.58	1708.59	1101.6999999999998	310.08	3870.67	7926.6	2540.0
1.1.1.145-RXN	124.25	0.0	198.33	148.82999999999998	0.0	276.42	49.5	0.0	41.67	799.42	0.0	4528.08	46.83	0.0	42.08	152.84	0.0	77.34	51.5	0.0	39.66	86.67	0.0	115.83	32.83	0.0	309.67	712.83	0.0	1696.5	231.5	0.0	1057.0	53.5	0.0	98.41	132.25	0.0	952.67	703.25	0.0	605.33	227.0	0.0	495.67	227.92	4.5	580.0	24.33	0.0	7.0	331.83	0.0	266.59000000000003	58.08	0.0	102.41	494.33	0.0	128.17000000000002	233.25	0.0	531.84	85.25	0.0	402.34	226.17	0.0	224.75	2.25	0.0	10.75	188.42	0.0	55.25	42.67	0.0	42.33	2619.75	0.0	451.33	77.33	0.0	229.42	131.42000000000002	0.0	98.83	30.5	0.0	41.33
1.1.1.211-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.215-RXN	0.0	0.0	12.0	7.0	0.43	32.0	5.0	27.0	0.0	0.0	2.0	0.0	0.0	25.04	0.0	0.0	25.0	0.0	0.0	40.5	0.0	0.0	54.0	0.0	0.0	0.0	0.0	49.0	0.0	450.0	0.0	5.0	0.0	0.0	0.0	54.0	0.0	2.29	21.5	0.5	5.0	0.33	0.67	0.0	0.0	0.0	0.0	11.33	8.0	22.29	0.0	10.09	0.0	0.0	0.0	0.0	3.5	0.0	1.5	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	1.0	10.5	0.5	0.0	16.8	0.0	0.0	0.57	0.29	0.0	0.0	0.0
1.1.1.251-RXN	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	1.71	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	19.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	6.0	0.0	0.57	0.29	0.0	0.0	0.0
1.1.1.253-RXN	9.5	0.0	0.0	18.0	0.43	40.0	50.5	0.0	1.5	1.5	4.4	4.5	59.5	1.71	13.0	68.0	0.0	174.0	17.5	3.5	22.0	41.0	57.4	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	11.5	1.4	38.0	99.5	2.29	205.5	8.5	0.0	0.0	235.0	0.0	4.0	11.5	0.0	35.5	43.5	13.29	0.0	68.09	0.0	101.0	66.0	0.6	45.0	70.0	0.0	28.79	17.0	0.0	32.5	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	8.5	71.5	13.97	1.29	0.0	0.0	0.0
1.1.1.261-RXN	111.0	1503.1999999999998	74.5	35.27	3676.88	4.33	97.8	1746.5	0.0	114.0	3159.87	6.8	136.0	1561.11	39.5	119.0	2422.9700000000003	250.03000000000003	107.0	2079.8	6.0	52.0	1387.2	13.8	237.5	2000.6	98.5	0.0	3568.92	4.33	53.0	1992.0	88.0	14.0	2907.8	74.5	0.0	2066.09	10.0	13.5	1574.5	7.0	12.0	1235.4	0.0	0.0	2532.6	17.4	61.0	1924.39	0.0	745.09	3084.4	213.5	273.0	2111.9	79.5	229.83	2281.1	72.78999999999999	58.5	1802.23	73.5	52.0	1029.7	4.0	74.5	940.07	50.5	184.0	599.62	72.5	174.87	920.1	0.0	29.0	2949.5	2.0	54.0	923.9	21.0	146.5	1881.67	13.5	42.0	2436.07	24.09	122.0	1111.55	65.5
1.1.1.264-RXN	754.67	0.0	321.0	838.0	9.0	1013.66	153.0	0.0	0.0	499.0	2.0	551.67	342.0	0.0	151.67000000000002	573.0	27.0	508.0	440.0	22.0	485.67	304.0	8.0	667.0	286.0	8.0	526.0	1449.0	75.0	1657.0	488.0	0.0	533.0	387.0	41.0	289.0	320.0	0.0	271.0	171.0	0.0	163.0	556.0	3.5	370.0	238.0	35.0	574.33	201.0	0.0	0.0	1508.67	0.0	1287.33	790.0	0.0	1847.0	436.0	0.0	405.0	258.0	0.0	269.67	584.0	13.0	441.66	977.0	0.0	299.0	44.0	0.0	158.0	917.0	0.0	430.0	81.0	15.0	0.0	407.0	0.0	332.0	400.67	0.0	444.0	382.0	0.0	329.0	424.0	0.0	372.0
1.1.1.271-RXN	3173.17	2679.82	960.72	3021.92	3826.33	1519.24	3868.82	6523.74	56.0	4170.07	4365.209999999999	181.33	4689.74	8125.38	543.95	5571.77	4343.25	2093.12	4087.7	4807.76	390.75	4158.12	10508.82	685.4200000000001	6563.67	3279.07	1727.5300000000002	2176.75	4263.59	1171.18	1438.27	3507.48	1484.05	4111.02	9586.36	4996.78	3122.5	3967.02	55.65	1126.5	5346.32	504.67	1863.38	4813.52	23.5	2112.5	3561.71	511.27	7260.6	2403.6600000000003	737.0	21159.62	6543.3	2967.69	5430.05	4353.01	1808.27	4426.18	3958.93	1739.61	2998.45	10603.03	799.8299999999999	3558.1800000000003	2527.7000000000003	509.5	2884.8500000000004	6213.110000000001	779.02	9848.0	6937.56	4697.849999999999	2531.44	4554.54	71.75	4238.7	3663.7400000000007	99.65	1477.5300000000002	1969.41	1145.85	4511.06	5451.94	893.23	5275.1900000000005	2807.31	528.05	7133.92	8743.24	3221.17
1.1.1.291-RXN	5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.6	0.0	8.8	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.4	0.0	2.8	39.6	0.0	2.0	46.0	3.5	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	2.0	3.8	0.0	0.0	0.0	0.0	14.0	0.0	7.0
1.1.1.34-RXN	260.35	45.0	20.3	71.12	93.0	91.35	238.17	22.0	7.6	160.53	93.0	48.4	590.1500000000001	91.0	90.88	201.37	81.0	47.72	71.72999999999999	22.0	10.7	113.07	0.0	45.4	189.5	87.0	90.22	103.6	37.0	130.3	29.4	188.5	13.2	121.53	0.0	19.65	47.65	107.0	7.9	57.95	38.0	40.55	42.55	28.0	13.35	2.2	0.0	123.8	211.6	24.0	0.0	1891.94	43.0	871.77	217.35	0.0	99.5	65.80000000000001	0.0	16.15	165.7	22.0	356.0	61.95	0.0	10.8	1037.85	0.0	140.6	205.8	38.0	49.45	21.6	0.0	7.2	30.75	2.5	0.0	238.35	0.0	94.4	81.58	65.5	130.14999999999998	266.45	118.0	60.1	26.0	44.0	28.7
1.1.1.39-RXN	10819.96	9507.4	2414.33	6688.31	21588.9	4530.78	8449.08	12738.41	192.37	9811.71	18847.73	2169.19	12659.48	14835.53	2672.52	11776.46	17433.559999999998	4429.51	7704.28	17760.33	3696.19	8181.129999999999	21740.5	1852.13	11906.27	18316.19	6204.08	12525.88	19766.980000000003	8435.57	2960.36	9917.69	2942.0200000000004	8484.960000000001	19824.39	8160.51	10059.6	11728.96	1507.23	3083.8	13081.98	1826.09	4723.849999999999	21244.66	582.23	11360.11	16027.59	4204.31	12289.83	8200.31	3376.84	41473.43000000001	13754.989999999998	7683.29	10594.73	12757.34	4126.349999999999	11161.669999999998	13030.68	5911.72	5935.17	18957.73	2080.4	13693.51	6922.0	4755.75	7618.29	12366.39	3922.11	12758.37	10414.04	7396.63	6899.040000000001	8599.61	1132.28	6756.31	19551.85	310.66	4279.59	5194.52	4190.0	7903.769999999999	14376.58	3271.03	10744.16	17470.25	1770.45	11637.52	13068.999999999998	5699.96
1.1.1.43-RXN	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.29	6.5	0.5	0.0	0.33	0.67	0.0	0.0	0.0	0.0	11.33	0.0	6.29	0.0	4.09	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.57	0.29	0.0	0.0	0.0
1.1.1.51-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.53-RXN	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.5	0.0	0.0	18.5	0.0	0.0	0.0	0.0	0.0	17.0	3.0	0.0	0.0	0.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	3.8	0.0	0.0	7.5	0.0	0.0	0.0	0.0
1.1.1.8-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.83-RXN	420.0	507.6	35.75	194.75	660.8	71.0	565.25	493.8	0.0	715.0	162.0	22.0	1017.5	192.0	95.0	200.0	182.0	54.5	128.25	312.0	0.0	44.0	598.8	3.0	392.25	777.99	120.0	999.5	232.0	870.0	18.5	795.47	78.0	626.0	466.3	113.75	546.25	252.0	0.0	34.0	37.0	0.0	27.0	432.0	0.0	23.0	433.6	19.75	1287.75	831.2	2.0	901.25	850.4	294.5	255.5	483.4	18.0	290.25	370.2	153.5	106.0	423.8	16.0	462.5	1438.57	62.75	385.0	220.0	29.25	373.0	130.0	320.0	211.5	130.0	0.0	259.0	725.0	5.0	27.0	94.0	97.75	371.5	69.8	60.25	1029.75	495.0	119.5	386.5	178.5	80.5
1.1.99.25-RXN	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.5	0.0	0.33	0.67	0.0	0.0	0.0	0.0	41.33	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.99.28-RXN	0.0	411.0	0.0	0.0	207.0	0.0	0.0	657.0	0.0	0.0	106.0	0.0	0.0	114.0	0.0	0.0	35.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	61.0	0.0	0.0	208.0	0.0	0.0	426.0	0.0	0.0	52.0	0.0	0.0	65.0	0.0	0.0	14.0	0.0	0.0	208.0	0.0	0.0	56.0	0.0	3.0	17.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	9.0	0.0	0.0	27.0	0.0	0.0	40.0	0.0	0.0	125.0	0.0	0.0	15.0	0.0
1.12.1.3-RXN	2183.29	10121.0	857.41	468.16	19047.19	336.4	1545.38	11690.15	24.0	308.66	10570.759999999998	140.0	675.3199999999999	7317.24	323.75	1455.26	9300.09	2606.1	1126.67	12137.920000000002	161.59	1421.13	16126.46	480.46	1827.36	7488.299999999999	1319.53	56.71	16474.329999999998	67.53	121.5	12916.96	362.34	601.59	17143.1	2697.41	194.34	10027.49	105.84	360.59	6730.51	265.59000000000003	276.16	8937.41	77.25	22.97	9122.03	91.66	963.53	6846.09	8.0	11420.47	12180.69	3278.38	1739.46	8105.32	1290.59	1473.4699999999998	9017.77	481.2	763.87	6813.35	776.16	1130.09	4464.799999999999	471.09	1950.5	5790.71	1436.75	1110.32	3048.11	637.57	867.9200000000001	2824.77	24.41	1038.41	11613.31	62.66	497.31000000000006	3341.9	1337.75	1012.34	9407.97	258.66	1682.27	12289.95	243.0	1479.59	3435.45	969.56
1.12.5.1-RXN	854.66	0.0	107.02	1464.0	1.29	353.17999999999995	2052.32	0.0	0.0	1370.34	186.0	100.0	981.68	5.13	85.34	960.32	474.0	166.0	413.34	175.0	18.0	475.32	0.0	58.66	1136.66	0.0	253.66	2537.0	405.0	1424.0	210.0	15.0	100.0	288.34000000000003	0.0	367.66	3023.34	6.87	66.34	227.34	0.0	20.0	575.34	0.0	14.0	22.34	24.0	86.34	1939.34	80.87	27.34	3339.9700000000003	0.0	379.82	1039.5	0.0	80.18	265.66	0.0	95.21	263.0	0.0	111.66	158.32	0.0	35.66	687.3399999999999	0.0	199.34	1347.66	104.0	186.68	581.0	44.0	12.0	1426.34	68.0	0.0	874.6800000000001	77.0	111.68	581.6800000000001	0.0	189.66	1126.0	1.71	140.87	504.0	67.0	205.68
1.13.11.14-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88	0.0	3.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.16-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.41-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.5	0.0	0.33	0.67	0.0	0.0	0.0	0.0	11.33	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.11.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.11.2-RXN	9.5	0.0	0.0	18.0	0.0	40.0	45.5	0.0	1.5	1.5	0.0	4.5	33.5	0.0	10.0	68.0	0.0	165.0	17.5	0.0	16.0	41.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	38.0	99.5	0.0	206.5	8.5	0.0	0.0	235.0	0.0	4.0	11.5	0.0	65.5	40.5	0.0	0.0	33.5	0.0	85.0	32.0	0.0	26.5	70.0	0.0	28.5	17.0	0.0	32.5	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.5	4.5	0.0	1.0	0.0	0.0	0.0
