function	Stewart.CO10spitDNA.Project12.Integrated	Stewart.CO10stoolDNA.Project12.Integrated	Stewart.CO10swabDNA.Project12.Integrated	Stewart.CO1spitDNA.Project10	Stewart.CO1stoolDNA.Project10	Stewart.CO1swabDNA.Project10	Stewart.CO2spitDNA.Project10	Stewart.CO2stoolDNA.Project10	Stewart.CO2swabDNA.Project10	Stewart.CO3spitDNA.Project10	Stewart.CO3stoolDNA.Project10	Stewart.CO3swabDNA.Project10	Stewart.CO4spitDNA.Project10	Stewart.CO4stoolDNA.Project10	Stewart.CO4swabDNA.Project10	Stewart.CO5spitDNA.Project10	Stewart.CO5stoolDNA.Project10	Stewart.CO5swabDNA.Project10	Stewart.CO6spitDNA.Project10	Stewart.CO6stoolDNA.Project10	Stewart.CO6swabDNA.Project10	Stewart.CO7spitDNA.Project10	Stewart.CO7stoolDNA.Project10	Stewart.CO7swabDNA.Project10	Stewart.CO8spitDNA.Project10	Stewart.CO8stoolDNA.Project10	Stewart.CO8swabDNA.Project10	Stewart.CO9spitDNA.Project10	Stewart.CO9stoolDNA.Project10	Stewart.CO9swabDNA.Project10	Stewart.EC10spitDNA.Project12.Integrated	Stewart.EC10stoolDNA.Project12.Integrated	Stewart.EC10swabDNA.Project12.Integrated	Stewart.EC11spitDNA.Project12.Integrated	Stewart.EC11stoolDNA.Project12.Integrated	Stewart.EC11swabDNA.Project12.Integrated	Stewart.EC1spitDNA.Pool264	Stewart.EC1stoolDNA.Pool264	Stewart.EC1swabDNA.Pool264	Stewart.EC2spitDNA.Pool264	Stewart.EC2stoolDNA.Pool264	Stewart.EC2swabDNA.Pool264	Stewart.EC3spitDNA.Pool264	Stewart.EC3stoolDNA.Pool264	Stewart.EC3swabDNA.Pool264	Stewart.EC4spitDNA.Pool264	Stewart.EC4stoolDNA.Pool264	Stewart.EC4swabDNA.Pool264	Stewart.EC6spitDNA.Pool264	Stewart.EC6stoolDNA.Pool264	Stewart.EC6swabDNA.Pool264	Stewart.EC7spitDNA.Project10	Stewart.EC7stoolDNA.Project10	Stewart.EC7swabDNA.Project10	Stewart.EC8spitDNA.Project10	Stewart.EC8stoolDNA.Project10	Stewart.EC8swabDNA.Project10	Stewart.EC9spitDNA.Project10	Stewart.EC9stoolDNA.Project10	Stewart.EC9swabDNA.Project10	Stewart.TS10spitDNA.Project12.Integrated	Stewart.TS10stoolDNA.Project12.Integrated	Stewart.TS10swabDNA.Project12.Integrated	Stewart.TS11spitDNA.Project12.Integrated	Stewart.TS11stoolDNA.Project12.Integrated	Stewart.TS11swabDNA.Project12.Integrated	Stewart.TS12spitDNA.Project12.Integrated	Stewart.TS12stoolDNA.Project12.Integrated	Stewart.TS12swabDNA.Project12.Integrated	Stewart.TS1spitDNA.Pool264	Stewart.TS1stoolDNA.Pool264	Stewart.TS1swabDNA.Pool264	Stewart.TS2spitDNA.Pool264	Stewart.TS2stoolDNA.Pool264	Stewart.TS2swabDNA.Pool264	Stewart.TS3spitDNA.Pool264	Stewart.TS3stoolDNA.Pool264	Stewart.TS3swabDNA.Pool264	Stewart.TS4spitDNA.Pool264	Stewart.TS4stoolDNA.Pool264	Stewart.TS4swabDNA.Pool264	Stewart.TS5spitDNA.Pool264	Stewart.TS5stoolDNA.Pool264	Stewart.TS5swabDNA.Pool264	Stewart.TS8spitDNA.Project10	Stewart.TS8stoolDNA.Project10	Stewart.TS8swabDNA.Project10	Stewart.TS9spitDNA.Project12.Integrated	Stewart.TS9stoolDNA.Project12.Integrated	Stewart.TS9swabDNA.Project12.Integrated
RXN0-2522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN0-2584	14502.97	12124.55	14676.62	21827.67	22639.5	13535.34	20333.95	16585.5	17186.0	15812.53	21436.41	17718.71	18300.37	20851.56	5337.570000000001	20630.77	19977.8	19160.93	19938.03	18402.17	18673.02	19455.09	30134.590000000004	17059.760000000002	19742.78	20604.85	14241.999999999998	18265.35	21656.21	14820.22	12336.3	15030.36	11914.92	13386.99	23792.42	14785.589999999998	14030.94	12025.71	8071.210000000001	12797.04	16324.63	14595.12	20166.07	21994.07	19394.8	11383.68	16621.02	7422.609999999999	20572.82	10802.410000000002	5890.04	59052.75	16875.550000000003	17157.27	19269.76	16346.11	34387.17	14310.009999999998	16237.81	13527.4	15458.78	19961.38	14912.4	15075.690000000002	10120.45	12094.55	15398.580000000002	13402.91	13548.21	17610.41	10509.13	9685.04	8800.65	8843.61	5433.68	13418.06	20539.31	5679.759999999999	13783.48	5922.6900000000005	8806.29	13276.57	15785.420000000002	8609.900000000001	16816.71	17066.32	5394.63	14788.39	13278.6	12217.46
RXN0-2605	11671.45	13807.73	25576.84	33912.020000000004	29152.620000000003	18409.95	23087.26	17772.75	18623.85	14112.75	23769.98	17882.239999999998	17754.56	17438.35	4336.86	23892.63	20463.96	21180.31	28239.75	22529.04	34329.23	24686.14	26909.52	30331.859999999997	22386.6	23556.77	18540.88	21263.84	25882.12	16176.38	12788.2	14201.04	10195.52	14122.36	24308.82	12415.84	12620.0	15497.21	11473.05	16198.259999999998	16499.66	24782.29	32470.17	25618.51	47438.93	13096.0	19895.92	4791.73	16021.320000000002	11820.59	8664.86	57097.47	17624.01	17843.53	19873.3	17088.21	44060.97	11948.41	17445.46	12888.57	20275.68	21538.86	19659.92	11230.7	9125.52	10056.07	11140.2	14895.55	11149.09	14483.67	11273.21	8447.400000000001	8350.2	10026.11	5201.83	15585.73	26847.84	6063.61	19700.15	6517.289999999999	10317.37	16075.47	17376.24	9165.89	19230.03	22464.68	8536.67	14550.5	14157.53	11957.16
RXN0-262	2432.99	2919.99	6349.4800000000005	10169.59	7256.900000000001	4514.41	7036.56	4383.33	859.6599999999999	3600.91	7625.46	3279.91	4749.0	4337.37	850.5	5838.43	7116.17	4612.84	7765.84	5341.4400000000005	8977.76	6596.9	7740.03	7628.25	5655.85	7085.88	4561.58	8571.84	7780.32	5746.75	1278.97	1850.09	404.99	3704.84	5368.1	2156.49	5807.59	4079.21	3636.68	4527.68	5209.4	7185.08	10001.55	6160.860000000001	15336.0	3201.5800000000004	7155.47	650.29	3917.59	2273.88	2671.0	12631.95	3344.23	3740.49	4334.59	4961.5	7661.99	3263.43	5199.32	1090.18	5322.34	3381.1	4281.82	2521.64	2136.69	565.99	2080.51	4403.23	404.09	2129.58	1421.17	1133.84	1845.91	2044.83	211.81	5061.67	8312.27	297.49	5842.1	2096.3	2879.4700000000003	3790.03	5304.51	1602.96	6000.68	6564.36	2444.16	2454.9100000000003	2234.4300000000003	934.68
RXN0-280	112.67	0.0	35.0	30.0	0.43	34.66	53.0	14.0	0.0	248.0	6.0	7.67	284.0	1.71	105.67	120.0	0.0	19.0	41.0	7.0	1.67	23.0	226.0	5.0	141.0	0.0	11.0	55.0	9.0	28.0	25.0	5.0	0.0	295.0	6.0	52.0	253.0	2.29	25.5	34.5	0.0	6.33	0.67	0.0	0.0	346.0	0.0	149.66	144.0	6.29	0.0	207.76	0.0	31.33	183.0	0.0	19.5	505.0	0.0	66.29	164.0	8.0	24.67	338.0	0.0	60.66	129.0	0.0	20.0	57.0	0.0	147.0	198.33	0.0	2.0	22.0	0.0	0.0	0.0	0.0	30.5	64.67	16.0	41.0	115.0	7.57	11.29	133.0	0.0	21.0
RXN0-2921	15183.45	14204.62	18907.14	20531.43	32416.550000000003	15985.169999999998	16489.899999999998	18415.99	30729.2	16066.88	28905.48	22340.52	18049.840000000004	20652.94	6057.95	20532.19	27636.46	18254.04	18302.45	25311.0	24270.27	16743.21	31393.09	21871.550000000003	18942.84	30453.19	18108.29	19742.0	29022.050000000003	17097.0	18300.04	14376.81	16747.07	13259.29	27907.56	14315.99	12392.35	17110.210000000003	8030.73	12011.07	22234.16	14565.77	15893.63	32448.79	18823.4	16419.18	25975.92	9479.76	16169.6	12634.34	11585.87	53474.240000000005	20025.35	15925.11	18130.86	19500.13	45615.31	17208.329999999998	21959.85	22684.19	14756.46	25532.28	18012.170000000002	19230.57	10053.69	20204.69	17716.98	18395.74	21637.56	14819.05	12718.88	10795.86	11901.19	12000.71	9995.68	10880.48	30435.51	10552.64	15030.740000000002	8031.22	11450.28	15771.0	20115.64	12154.87	16258.35	25800.11	6968.389999999999	17652.34	16271.409999999998	18521.870000000003
RXN0-299	0.0	0.0	12.0	0.0	0.43	0.0	10.0	0.0	0.0	0.0	2.0	0.0	23.0	1.71	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	49.0	0.0	450.0	0.0	5.0	0.0	0.0	0.0	54.0	0.0	2.29	6.5	0.5	0.0	0.33	0.67	0.0	0.0	0.0	0.0	11.33	0.0	6.29	0.0	7.09	0.0	0.0	34.0	0.0	18.5	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	67.0	0.57	0.29	0.0	0.0	0.0
RXN0-302	8876.45	10220.06	8394.31	14023.240000000002	22359.07	6872.69	11899.87	13847.99	975.5	9723.07	19668.52	8337.09	11220.04	15813.990000000002	2368.44	13837.49	18715.13	9423.53	13446.98	17630.98	10037.35	12208.69	22160.74	8940.37	14243.27	20268.15	8201.189999999999	14258.43	21010.63	11052.57	3285.2200000000003	12890.24	3467.03	9677.99	18462.49	9626.88	10772.03	12224.63	5298.93	6991.549999999999	14018.99	8899.08	12595.05	21096.68	15996.95	6215.349999999999	16560.49	2813.96	13524.13	10091.68	3607.67	44001.66	15012.35	10596.259999999998	12330.75	14033.81	10647.02	10613.65	14387.960000000005	3884.52	10026.12	19802.95	6646.24	10826.81	9021.61	2968.92	7488.03	12509.990000000002	2780.06	13756.65	10452.79	6683.110000000001	5828.65	8880.71	525.75	9575.05	19345.18	447.01	11238.81	5722.889999999999	5361.58	9765.55	14330.43	3262.36	12218.9	17690.940000000002	3390.66	11330.53	13034.749999999998	5343.6
RXN0-305	36.67	24.770000000000003	43.0	116.0	86.92999999999999	85.66	466.5	30.84	1.5	51.0	73.9	12.17	72.5	19.35	115.67	81.0	18.33	194.0	81.0	75.17	20.67	122.5	96.07	58.0	249.5	53.19	55.0	49.0	71.2	454.0	0.0	257.1	21.0	14.5	248.33	149.0	109.0	36.13	211.0	9.0	24.3	0.33	270.67	20.3	6.0	11.5	81.53	66.66	124.0	63.56	0.0	1767.38	46.77	261.83	201.0	32.57	78.0	200.0	75.8	51.79	52.0	63.43	98.17	21.0	53.2	21.66	77.0	84.66	35.0	62.0	8.33	10.0	26.53	16.57	0.0	385.0	30.96	19.0	49.0	13.47	170.5	201.67	28.47	47.5	312.5	126.57	15.79	72.0	8.8	46.5
RXN0-3241	363.67	163.35	26.67	698.0	572.73	165.71	576.86	580.2	16.0	670.3399999999999	633.81	53.0	418.71	322.61	80.67	424.0	615.93	205.86	163.0	185.14	30.0	131.0	564.77	55.0	587.0	1206.05	108.29	1266.29	572.6500000000001	706.33	105.0	368.38	128.0	114.67	277.29	97.0	1513.0	582.93	47.67	106.0	703.1199999999999	10.0	299.0	633.98	9.0	0.0	487.89	16.67	936.0	560.32	8.0	1643.09	659.68	111.86	426.0	423.46	119.5	93.54	487.14	33.15	121.0	548.14	39.33	45.33	386.72	15.0	75.0	214.17	42.67	686.0	137.81	104.0	320.97	168.45999999999998	4.0	655.0	303.29	7.0	420.0	309.6	179.0	283.43	95.43	88.0	301.67	723.5699999999999	39.43	128.32999999999998	40.57	51.67
RXN0-3364	976.33	111.0	6001.01	6362.67	58.43	2139.34	3737.49	0.0	205.33	1671.67	16.0	2595.0	1805.01	7.71	387.67	2808.49	232.0	829.67	4427.0	19.0	7128.0	4284.66	89.0	6593.33	3366.33	20.0	3295.33	4949.0	40.0	3168.0	525.0	429.5	88.0	1952.0	192.0	811.5	2311.67	7.29	2256.0	2471.67	18.0	5892.0	6251.67	66.0	14352.0	3.67	67.0	24.67	1100.67	116.29	87.67	6267.76	23.0	2126.66	1332.0	54.0	1511.0100000000002	125.33	93.0	34.96	3553.5	132.0	3223.33	110.66	642.0	25.33	503.3399999999999	196.0	112.67	855.3299999999999	22.0	142.34	388.33	30.0	16.0	2140.67	103.5	176.0	4178.34	0.0	940.34	1813.34	101.3	736.3299999999999	2539.0	35.57	1688.29	771.17	77.0	357.01
RXN0-3501	4243.5	466.0	1583.22	3174.76	478.59	2813.73	2938.74	1710.0	354.51	7805.76	537.0	15188.97	5931.73	327.77	3060.75	5285.26	131.01	1492.56	3354.26	72.25	2151.24	2617.76	495.0	1579.69	4385.04	121.01	4810.51	9864.73	176.29000000000002	12456.02	1791.4199999999998	236.0	3671.95	4697.76	307.0	2791.46	9928.49	328.74	5888.79	3766.5	633.99	2682.0	2383.89	18.0	1667.76	10672.29	358.51	5686.74	3717.75	686.14	7133.01	14692.600000000002	366.2	5070.27	2275.25	1584.0	2420.41	9804.59	345.0	2980.77	3291.74	39.0	2800.03	6945.27	138.86	4366.77	4527.02	193.0	3628.02	2230.2200000000003	40.0	2118.2200000000003	3276.51	0.0	1188.0	2740.7700000000004	693.0	209.73	10276.5	274.5	6141.719999999999	3106.01	215.0	2540.26	7721.540000000001	1171.67	1925.22	4030.4900000000007	284.5	1710.99
RXN0-3521	138.67000000000002	2277.17	61.25	125.5	6195.76	49.5	400.33	2415.17	0.0	22.0	4176.9	4.0	79.33	2609.38	39.5	104.17	3596.66	207.67	158.42000000000002	4345.92	1.5	85.83	6604.9	12.17	281.83	4503.66	88.0	0.0	4322.83	9.67	22.0	1261.0	40.0	6.0	3459.9	107.5	28.0	2234.46	10.0	6.0	3274.5	7.0	27.0	3552.0	0.0	1.33	4102.83	41.33	272.42	2561.79	0.0	1982.92	3183.17	247.58	301.67	2667.77	117.5	256.67	4424.0	70.28999999999999	48.17	3725.33	109.0	70.0	1867.0	69.0	276.5	1793.83	55.0	303.33	1267.5	60.33	355.08	1466.17	8.0	304.5	5985.66	0.0	443.33	1507.0	52.0	123.5	2975.67	11.0	355.33	4268.969999999999	45.79	142.0	1316.83	117.33
RXN0-3601	80.67	15.0	146.0	2.0	10.43	7.66	3.0	42.0	0.0	127.0	0.0	87.67	19.0	38.71	113.67	26.0	28.0	0.0	0.0	0.0	1.67	15.0	75.0	9.0	0.0	61.0	36.0	53.0	49.0	36.0	31.0	7.75	92.0	73.0	65.5	627.0	120.0	36.29	0.0	96.0	99.0	0.0	0.0	23.0	0.0	0.0	38.0	10.33	5.0	9.79	0.0	192.88	30.0	39.33	20.0	0.0	24.0	506.0	16.5	33.29	96.0	26.0	79.67	101.0	0.0	97.66	75.0	12.0	19.0	36.0	0.0	44.0	46.0	16.0	7.0	51.0	34.0	3.0	0.0	0.0	70.0	11.67	13.0	29.0	4.0	62.57	0.29	93.0	13.0	107.0
RXN0-363	2135.5	4956.98	126.4	550.45	8181.629999999999	471.83	427.95	3120.38	2.6	844.2	5009.98	541.2	690.45	3001.7	717.2	671.35	4222.57	185.2	548.4	5419.24	191.8	531.25	10100.43	360.6	415.73	6134.18	550.59	1990.09	5800.6900000000005	1530.03	67.39999999999999	2944.64	242.0	525.85	4632.2	873.4	702.5	2220.12	42.4	207.8	5446.58	117.2	1314.0	5017.349999999999	39.6	9227.0	6760.2	1351.5	394.85	5584.7	0.0	4703.48	4619.56	1508.1	754.95	3610.49	1931.15	2688.16	8220.7	468.73	311.6	3883.19	183.0	4025.87	3901.23	954.3	1332.0	2838.1800000000003	825.7	109.0	1321.42	188.4	1058.18	2369.4300000000003	26.6	221.35	9909.17	17.4	209.6	2207.03	187.8	347.45	4632.49	692.4	464.4	4544.64	136.48000000000002	905.5	1416.33	447.2
RXN0-366	2135.5	4956.98	126.4	550.45	8181.629999999999	471.83	427.95	3120.38	2.6	844.2	5009.98	541.2	690.45	3001.7	717.2	671.35	4222.57	185.2	548.4	5419.24	191.8	531.25	10100.43	360.6	415.73	6134.18	550.59	1990.09	5800.6900000000005	1530.03	67.39999999999999	2944.64	242.0	525.85	4632.2	873.4	702.5	2220.12	42.4	207.8	5446.58	117.2	1314.0	5017.349999999999	39.6	9227.0	6760.2	1351.5	394.85	5584.7	0.0	4703.48	4619.56	1508.1	754.95	3610.49	1931.15	2688.16	8220.7	468.73	311.6	3883.19	183.0	4025.87	3901.23	954.3	1332.0	2838.1800000000003	825.7	109.0	1321.42	188.4	1058.18	2369.4300000000003	26.6	221.35	9909.17	17.4	209.6	2207.03	187.8	347.45	4632.49	692.4	464.4	4544.64	136.48000000000002	905.5	1416.33	447.2
RXN0-3741	3163.08	1860.0	6196.33	7007.18	6597.43	3065.41	4129.24	2100.76	308.33000000000004	2602.42	8657.0	2900.16	4173.33	4561.8	659.25	4491.33	8826.17	1297.08	5491.0	5250.6	7446.0	5362.08	4954.67	6912.92	4787.92	7536.67	4272.17	7281.0	7664.01	4513.75	773.3399999999999	2514.0	306.0	3908.0	4267.75	1555.0	3940.83	3080.04	2693.67	2884.75	4305.0	6141.0	7469.83	6085.5	14417.25	3561.34	4416.67	605.6700000000001	3060.5	1287.3000000000002	2440.5	11747.42	2662.67	2663.5	3089.08	3835.33	2534.33	2902.25	2073.17	1041.21	4748.08	2815.83	3577.5	2783.67	1299.83	571.67	1751.34	4587.67	283.17	1564.91	1441.58	1238.16	1695.66	1373.0	201.75	2632.09	4965.66	208.58	4682.75	1684.42	2169.83	3102.84	3653.67	1249.5	4615.59	4840.57	2190.87	2491.17	1896.42	894.1700000000001
RXN0-384	767.5	10.0	6195.58	6657.34	10.43	2777.0	3199.16	102.0	718.16	1096.83	83.0	2556.0	1695.5	27.71	505.5	3253.0	204.0	2373.84	5181.25	11.0	8270.17	4577.83	90.0	7008.17	3000.33	34.0	3562.0	3683.0	30.29	2459.0	523.83	124.0	105.5	1979.33	91.0	1267.67	800.0	7.29	2255.83	2811.17	10.0	5906.16	6013.17	6.0	14345.0	4.0	28.0	36.33	764.9200000000001	79.29	263.33000000000004	6577.42	86.0	2598.25	2448.33	24.0	5725.5	519.1700000000001	48.0	137.62	3702.67	6.0	3764.33	244.17	59.86	134.5	888.67	123.0	154.0	867.8299999999999	10.0	124.5	417.91	0.0	28.0	2465.0	39.0	242.0	5419.67	24.0	1552.0	2612.33	12.5	923.17	2501.17	65.57	1768.29	925.17	64.0	535.0
RXN0-385	767.5	10.0	6195.58	6657.34	10.43	2777.0	3199.16	102.0	718.16	1096.83	83.0	2556.0	1695.5	27.71	505.5	3253.0	204.0	2373.84	5181.25	11.0	8270.17	4577.83	90.0	7008.17	3000.33	34.0	3562.0	3683.0	30.29	2459.0	523.83	124.0	105.5	1979.33	91.0	1267.67	800.0	7.29	2255.83	2811.17	10.0	5906.16	6013.17	6.0	14345.0	4.0	28.0	36.33	764.9200000000001	79.29	263.33000000000004	6577.42	86.0	2598.25	2448.33	24.0	5725.5	519.1700000000001	48.0	137.62	3702.67	6.0	3764.33	244.17	59.86	134.5	888.67	123.0	154.0	867.8299999999999	10.0	124.5	417.91	0.0	28.0	2465.0	39.0	242.0	5419.67	24.0	1552.0	2612.33	12.5	923.17	2501.17	65.57	1768.29	925.17	64.0	535.0
RXN0-3901	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.5	0.0	0.33	0.67	0.0	0.0	0.0	0.0	11.33	0.0	0.0	0.0	4.38	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN0-3942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN0-4022	5930.31	3992.91	11761.45	14933.04	8191.15	8497.029999999999	11637.94	6113.71	14543.93	9581.98	5696.41	7436.91	11414.81	7527.090000000001	2895.42	13602.52	5697.73	10291.34	13132.29	6821.97	15709.67	10941.69	8366.24	13194.59	13810.66	6909.25	10019.62	10930.08	6673.35	7262.6	8293.77	4854.79	5931.88	8568.02	7865.469999999999	8435.69	8935.33	4557.120000000001	4710.99	7285.200000000001	5819.9400000000005	9619.18	11378.8	9989.68	15976.33	7323.08	5095.96	3156.17	11859.21	3753.95	7164.2	30307.66	6438.78	7379.76	11334.18	5568.17	23620.13	8979.16	5654.02	11324.18	9961.15	11248.759999999998	9819.43	8686.49	3062.4	8499.1	7452.860000000001	6426.48	9698.89	12576.17	7441.18	7417.75	5291.82	5705.01	3783.4	9213.05	6168.6900000000005	5099.38	8076.13	1931.54	5859.57	10291.28	6438.8	5820.24	11398.05	5425.6900000000005	4097.06	11615.65	9208.820000000002	9907.09
RXN0-4141	2402.16	507.54	12220.16	14029.52	603.72	5990.32	7212.98	1595.16	620.6600000000001	5467.34	994.34	5920.32	6639.66	416.62	1242.5	7937.16	601.34	2071.84	10753.5	312.34000000000003	15084.0	10079.16	416.66	13915.84	8555.34	1215.38	8034.84	11983.0	718.77	7592.84	1521.6799999999998	3772.54	406.0	5467.5	1272.36	2251.5	6506.16	504.16	5285.34	5531.5	774.26	12224.0	12373.66	129.94	28730.5	6232.68	437.74	853.84	2671.5	844.86	4877.0	15450.5	764.8599999999999	5891.0	4801.16	1175.6	8004.66	4190.84	694.76	1413.66	8432.16	172.86	7167.0	3391.6800000000003	1167.3200000000002	781.8399999999999	2761.68	633.0	500.84	1837.82	120.84	1270.32	2050.22	54.3	387.5	4556.68	697.6	407.16	8922.0	323.94	3883.16	5294.68	366.12	2191.5	9154.68	1217.98	4274.32	3286.34	386.6	1266.34
RXN0-4181	19.0	42.0	24.0	25.0	182.18	19.25	96.0	0.0	3.0	3.0	43.2	9.0	67.0	47.66	20.0	136.0	7.0	339.0	37.0	0.0	32.0	82.0	162.0	112.0	0.0	57.4	4.0	98.0	42.0	900.0	0.0	35.0	0.0	23.0	6.0	184.0	199.0	28.74	394.0	18.0	485.0	0.66	471.34	68.2	8.0	23.0	0.0	86.66	65.0	37.74	0.0	82.53	0.0	190.25	66.25	28.6	68.75	145.0	21.0	58.74	34.0	0.0	84.0	0.0	0.0	0.0	19.0	32.6	21.0	12.0	0.0	0.0	8.06	69.6	0.0	0.0	0.0	0.0	0.0	10.6	1.0	24.0	5.0	9.0	9.0	48.42	3.74	8.0	0.0	0.0
RXN0-4222	964.92	152.0	6231.58	8555.67	174.43	3818.42	4897.41	544.0	784.6599999999999	1244.58	214.0	2848.75	2025.0	104.21	561.75	3938.67	239.67	4136.17	6749.33	63.0	8773.42	5560.33	128.82999999999998	7361.92	3513.41	177.32999999999998	3662.0	4077.0	107.12	3250.5	912.83	222.0	144.75	2088.08	225.33	1535.92	1356.5	112.29	3152.33	3927.42	214.0	6947.08	9458.25	30.17	15306.75	13.17	113.0	89.5	1189.42	201.29	290.83000000000004	8254.42	124.83	3492.25	3229.33	521.0	7196.75	637.9200000000001	115.33	169.2	4419.92	29.33	4264.33	238.67	80.86	127.5	784.67	152.0	132.0	908.5	31.17	115.5	400.33	14.5	23.0	3167.5	226.0	251.25	5428.92	87.5	1545.25	2750.58	87.83	1140.42	2860.34	383.57	1827.29	828.17	95.0	504.0
RXN0-4301	5267.41	1117.87	12547.48	17383.420000000002	1046.09	7719.02	11578.19	1390.5	1591.92	5202.28	957.54	5979.610000000001	8405.95	454.39	1492.45	10187.18	1169.5	7311.21	13834.77	1071.19	17272.89	12639.3	1502.0	14839.14	9676.54	595.32	8757.5	13326.499999999998	1119.3300000000002	8924.69	1839.6	2713.53	575.35	6097.33	1144.83	3213.8500000000004	6808.1	925.41	5729.0	7749.759999999999	379.9	13626.46	17100.800000000003	550.5	29811.05	3256.38	1146.37	802.9200000000001	5851.460000000001	1259.28	2963.33	24944.39	1160.3	6943.609999999999	8178.37	1194.0	13742.43	3319.71	629.3	1216.39	9266.37	1027.6	7820.059999999999	2909.99	1196.86	667.55	2911.53	1216.64	598.72	3206.04	239.0	1560.5500000000002	1961.2699999999995	233.0	234.45	7882.76	1251.03	547.03	11133.88	280.0	4386.97	6384.01	632.53	2734.02	9379.26	1001.82	4409.13	3488.21	399.67	1577.47
RXN0-4341	2275.16	716.07	6283.75	10057.26	325.43	4401.92	6933.73	774.3299999999999	790.1599999999999	3463.75	626.47	3191.41	4634.5	201.55	737.0	5607.08	784.27	4299.92	7695.67	403.52	8931.42	6359.57	303.83	7477.17	5564.91	316.0	4426.25	8514.5	618.5	5659.59	1263.1699999999998	2287.0	368.25	3605.0	327.63	1736.83	5587.75	269.29	3412.17	4351.84	221.33	7134.08	9711.75	211.17	15330.0	3159.6800000000003	256.67	541.9200000000001	3825.59	891.29	330.0	11859.92	517.8299999999999	3532.16	4232.91	675.0	7365.25	2510.84	474.23	851.1200000000001	5198.0	454.13	4171.33	2301.17	850.0	473.25	1950.51	863.2	321.42	2075.24	155.17000000000002	1022.5	1453.91	160.5	199.75	4898.01	507.0	275.83	5808.76	230.17	2604.67	3699.76	272.16	1576.0	5823.51	487.32	2324.87	2292.84	207.5	848.6700000000001
RXN0-4342	2275.16	858.07	6295.75	10057.26	482.43	4412.92	6933.73	1216.33	790.1599999999999	3463.75	757.47	3191.41	4634.5	278.05	737.0	5607.08	823.94	4299.92	7695.67	445.02	8931.42	6359.57	335.66	7480.17	5564.91	459.33	4426.25	8563.5	660.33	6109.59	1263.1699999999998	2398.0	368.25	3605.0	473.96	1790.83	5587.75	374.29	3412.17	4351.84	425.33	7134.08	9711.75	235.34	15330.0	3159.6800000000003	341.67	541.9200000000001	3828.59	1013.29	330.0	11869.92	556.66	3542.16	4232.91	1175.0	7365.25	2510.84	541.56	851.1200000000001	5198.0	477.46	4171.33	2301.17	888.0	473.25	1950.51	892.2	321.42	2075.24	176.34	1022.5	1459.91	175.0	199.75	4898.01	694.0	275.83	5809.76	293.67	2604.67	3699.76	349.99	1576.0	5823.51	805.3199999999999	2324.87	2292.84	238.5	848.6700000000001
